efta_number,dataset,extension,category,file_size_bytes,file_size_mb,doj_pdf_link,has_audio,has_transcript,transcript_word_count,duration_seconds,video_resolution,brief_description
EFTA00033007,8,mp4,video,15726062,15.0,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033007.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033008,8,mp4,video,15548969,14.83,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033008.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033009,8,mp4,video,15758666,15.03,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033009.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033010,8,mp4,video,16509708,15.74,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033010.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033011,8,mp4,video,15385214,14.67,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033011.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033012,8,mp4,video,15168581,14.47,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033012.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033013,8,mp4,video,14735012,14.05,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033013.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033014,8,mp4,video,14027542,13.38,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033014.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033015,8,mp4,video,13785403,13.15,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033015.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033016,8,mp4,video,14214297,13.56,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033016.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033017,8,mp4,video,15377175,14.66,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033017.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033018,8,mp4,video,15100782,14.4,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033018.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033019,8,mp4,video,14771364,14.09,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033019.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033020,8,mp4,video,15954143,15.22,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033020.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033021,8,mp4,video,15687699,14.96,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033021.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033022,8,mp4,video,16078732,15.33,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033022.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033023,8,mp4,video,15640281,14.92,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033023.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033024,8,mp4,video,14597118,13.92,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033024.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033025,8,mp4,video,13588850,12.96,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033025.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033026,8,mp4,video,14117952,13.46,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033026.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033027,8,mp4,video,14417847,13.75,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033027.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033028,8,mp4,video,14495996,13.82,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033028.pdf,,yes,0,3590.5,,MCC surveillance video (silent); 59.8min
EFTA00033029,8,mp4,video,14349152,13.68,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033029.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033030,8,mp4,video,16499589,15.74,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033030.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033031,8,mp4,video,16023660,15.28,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033031.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033032,8,mp4,video,17550326,16.74,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033032.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033033,8,mp4,video,24683189,23.54,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033033.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033034,8,mp4,video,24859181,23.71,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033034.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033035,8,mp4,video,24299809,23.17,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033035.pdf,,yes,0,3586.8,,MCC surveillance video (silent); 59.8min
EFTA00033036,8,mp4,video,24392292,23.26,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033036.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033037,8,mp4,video,23862310,22.76,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033037.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033038,8,mp4,video,24081848,22.97,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033038.pdf,,yes,0,3557.5,,MCC surveillance video (silent); 59.3min
EFTA00033039,8,mp4,video,24836858,23.69,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033039.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033040,8,mp4,video,25224489,24.06,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033040.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033041,8,mp4,video,24586755,23.45,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033041.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033042,8,mp4,video,23876377,22.77,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033042.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033043,8,mp4,video,25090921,23.93,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033043.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033044,8,mp4,video,24698556,23.55,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033044.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033045,8,mp4,video,25064303,23.9,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033045.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033046,8,mp4,video,24556462,23.42,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033046.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033047,8,mp4,video,24929136,23.77,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033047.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033048,8,mp4,video,24967133,23.81,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033048.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033049,8,mp4,video,24684137,23.54,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033049.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033050,8,mp4,video,23052330,21.98,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033050.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033051,8,mp4,video,23893993,22.79,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033051.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033052,8,mp4,video,24620836,23.48,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033052.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033053,8,mp4,video,24553814,23.42,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033053.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033054,8,mp4,video,24412345,23.28,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033054.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033055,8,mp4,video,25313115,24.14,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033055.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033056,8,mp4,video,22441124,21.4,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033056.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033057,8,mp4,video,25134354,23.97,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033057.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033058,8,mp4,video,24199632,23.08,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033058.pdf,,yes,0,3566.5,,MCC surveillance video (silent); 59.4min
EFTA00033059,8,mp4,video,23505251,22.42,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033059.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033060,8,mp4,video,23948236,22.84,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033060.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033061,8,mp4,video,24064217,22.95,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033061.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033062,8,mp4,video,24230939,23.11,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033062.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033063,8,mp4,video,25250658,24.08,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033063.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033064,8,mp4,video,25646661,24.46,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033064.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033065,8,mp4,video,24682048,23.54,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033065.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033066,8,mp4,video,24449993,23.32,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033066.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033067,8,mp4,video,25083745,23.92,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033067.pdf,,yes,0,3576.5,,MCC surveillance video (silent); 59.6min
EFTA00033068,8,mp4,video,24275645,23.15,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033068.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033069,8,mp4,video,21283188,20.3,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033069.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033070,8,mp4,video,23379425,22.3,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033070.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033071,8,mp4,video,24486316,23.35,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033071.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033072,8,mp4,video,25366859,24.19,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033072.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033073,8,mp4,video,23822781,22.72,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033073.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033074,8,mp4,video,24345398,23.22,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033074.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033075,8,mp4,video,26270041,25.05,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033075.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033076,8,mp4,video,24883631,23.73,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033076.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033077,8,mp4,video,24521920,23.39,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033077.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033078,8,mp4,video,24376016,23.25,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033078.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033079,8,mp4,video,23903179,22.8,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033079.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033080,8,mp4,video,24409189,23.28,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033080.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033081,8,mp4,video,24003420,22.89,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033081.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033082,8,mp4,video,22686060,21.64,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033082.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033083,8,mp4,video,23706562,22.61,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033083.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033084,8,mp4,video,23576950,22.48,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033084.pdf,,yes,0,3591.3,,MCC surveillance video (silent); 59.9min
EFTA00033085,8,mp4,video,21395641,20.4,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033085.pdf,,yes,0,3580.0,,MCC surveillance video (silent); 59.7min
EFTA00033086,8,mp4,video,24287070,23.16,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033086.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033087,8,mp4,video,24373081,23.24,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033087.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033088,8,mp4,video,25283695,24.11,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033088.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033089,8,mp4,video,24184220,23.06,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033089.pdf,,yes,0,3544.0,,MCC surveillance video (silent); 59.1min
EFTA00033090,8,mp4,video,24822232,23.67,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033090.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033091,8,mp4,video,23996937,22.89,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033091.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033092,8,mp4,video,23882807,22.78,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033092.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033093,8,mp4,video,23969310,22.86,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033093.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033094,8,mp4,video,24230468,23.11,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033094.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033095,8,mp4,video,24769094,23.62,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033095.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033096,8,mp4,video,24727338,23.58,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033096.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033097,8,mp4,video,24448986,23.32,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033097.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033098,8,mp4,video,17515112,16.7,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033098.pdf,,yes,0,3618.8,,MCC surveillance video (silent); 1.0h
EFTA00033099,8,mp4,video,24599634,23.46,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033099.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033100,8,mp4,video,24340321,23.21,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033100.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033101,8,mp4,video,24409118,23.28,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033101.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033102,8,mp4,video,24542951,23.41,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033102.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033103,8,mp4,video,24707338,23.56,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033103.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033104,8,mp4,video,24428582,23.3,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033104.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033105,8,mp4,video,23847322,22.74,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033105.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033106,8,mp4,video,25067516,23.91,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033106.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033107,8,mp4,video,23873260,22.77,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033107.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033108,8,mp4,video,24593528,23.45,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033108.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033109,8,mp4,video,23984774,22.87,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033109.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033110,8,mp4,video,24414845,23.28,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033110.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033111,8,mp4,video,23307669,22.23,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033111.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033112,8,mp4,video,23652157,22.56,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033112.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033113,8,mp4,video,24076855,22.96,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033113.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033114,8,mp4,video,24277041,23.15,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033114.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033115,8,mp4,video,24338303,23.21,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033115.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033116,8,mp4,video,22941770,21.88,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033116.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033117,8,mp4,video,22865092,21.81,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033117.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033118,8,mp4,video,21601216,20.6,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033118.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033119,8,mp4,video,22858203,21.8,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033119.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033120,8,mp4,video,23628380,22.53,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033120.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033121,8,mp4,video,22879526,21.82,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033121.pdf,,yes,0,3610.3,,MCC surveillance video (silent); 1.0h
EFTA00033122,8,mp4,video,23880603,22.77,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033122.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033123,8,mp4,video,22301144,21.27,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033123.pdf,,yes,0,3605.0,,MCC surveillance video (silent); 1.0h
EFTA00033124,8,mp4,video,20968493,20.0,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033124.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033125,8,mp4,video,20582218,19.63,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033125.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033126,8,mp4,video,20830104,19.87,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033126.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033127,8,mp4,video,24081640,22.97,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033127.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
EFTA00033128,8,mp4,video,24939657,23.78,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033128.pdf,,yes,0,3624.5,,MCC surveillance video (silent); 1.0h
EFTA00033129,8,mp4,video,24490847,23.36,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033129.pdf,,yes,0,3562.0,,MCC surveillance video (silent); 59.4min
